Company,Slug,Score,Source
ClearOne Advantage,ClearOneAdvantage,77.67,repvue
United Rentals,UnitedRentals,77.67,repvue
Stack Overflow,StackOverflow,77.67,repvue
Cox Media,CoxMedia,77.67,repvue
Restaurant Technologies,RestaurantTechnologies,77.66,repvue
DuploCloud,DuploCloud,77.66,repvue
Cox Automotive,Coxautomotive,77.66,repvue
Clarifai,clarifi,77.66,repvue
Nanonets,Nanonets,77.65,repvue
Uber,Uber,77.65,repvue
BoomCloud,BoomCloud,77.65,repvue
Digital.ai,digitalai,77.65,repvue
Alight,Alight15800,77.64,repvue
Airgas,Airgas,77.64,repvue
Univar Solutions,Univar,77.64,repvue
Auctane,Auctane,77.64,repvue
Omnissa,omnissa,77.63,repvue
EveryoneSocial,EveryoneSocial,77.63,repvue
Linq App,linq,77.62,repvue
Snap,Snap,77.62,repvue
Blend,Blend,77.62,repvue
Vaco,Vaco,77.62,repvue
Zendesk,Zendesk,77.61,repvue
SPINS,SPINS,77.61,repvue
Planday,Planday,77.60,repvue
JWX,JWPlayer,77.60,repvue
LoyaltyLion,LoyaltyLion,77.60,repvue
Ingram Micro,IngramMicro,77.60,repvue
OfficeSpace Software,OfficeSpaceSoftware,77.60,repvue
Springbuk,springbuk,77.59,repvue
Gloat,Gloat,77.59,repvue
TD Synnex,TechData,77.59,repvue
Intermedia,Intermedia,77.58,repvue
Pandora,Pandora,77.58,repvue
Particular Audience,ParticularAudience,77.58,repvue
BrowserStack,BrowserStack,77.58,repvue
Plauti,Plauti,77.57,repvue
"RQI Partners, LLC",RQIPartnersLLC,77.57,repvue
Chargebee,Chargebee,77.57,repvue
Avochato,Avochato,77.56,repvue
Edward Jones,JonesFinancialEdwardJones,77.56,repvue
Rand Worldwide,RandWorldwide,77.55,repvue
Decisions,Decisions,77.55,repvue
Agility Recovery,AgilityRecovery,77.55,repvue
Extreme Networks,ExtremeNetworks,77.54,repvue
Frends,frends,77.54,repvue
GoComet,gocomet,77.54,repvue
Causeway Technologies,Causeway,77.54,repvue
MURAL,MURAL,77.54,repvue
Denim,denim,77.54,repvue
Compliancy Group,CompliancyGroup,77.54,repvue
Vasion,Vasion,77.53,repvue
OSF Digital,OSFDigital,77.53,repvue
Housecall Pro,HousecallPro,77.53,repvue
Karl Storz,Karlstorz,77.53,repvue
Temenos,Temenos,77.53,repvue
LivaNova,LivaNova,77.53,repvue
Shamrock Trading Corporation,ShamrockTradingCorporation,77.52,repvue
Knak,Knak,77.52,repvue
ArcBest,Arcbest,77.52,repvue
Shaw Business,ShawBusiness,77.52,repvue
Wandz.ai,Namogoo,77.51,repvue
Spark Hire,sparkhire,77.51,repvue
Logitech,Logitech,77.51,repvue
GrammaTech,GrammaTech,77.51,repvue
Zimmer Biomet,ZimmerBiomet,77.51,repvue
"CoStar Group, Inc.",CoStarGroupInc,77.51,repvue
"AdRoll ABM, a brand of NextRoll",RollWorksadivisionofNextRoll,77.50,repvue
Zycus,zycus,77.50,repvue
Reputation.com,Reputationcom,77.50,repvue
Aruza Marketing,AruzaMarketing,77.50,repvue
Mollie,mollie,77.50,repvue
Comdata,Comdata,77.50,repvue
ServPro,ServPro,77.49,repvue
Clinisys,clinisys,77.49,repvue
BENlabs,benlabs,77.49,repvue
Bosch,Bosch,77.48,repvue
Bambee,Bambee,77.48,repvue
onPhase,DocuPhase,77.47,repvue
Clyde,Clyde,77.47,repvue
Myriad Genetics,myriad-genetics,77.46,repvue
Enhesa,Enhesa,77.46,repvue
Design Collective by Cintas,design-collective-by-cintas,77.45,repvue
Betterment,Betterment,77.45,repvue
"Safe Haven Security Services, LLC.",SafeHavenSecurity,77.45,repvue
Knowde,Knowde,77.45,repvue
Rapid Finance,RapidFinance,77.44,repvue
Clearlink,Clearlink,77.44,repvue
Pagefreezer,Pagefreezer,77.43,repvue
IANS,IANS,77.42,repvue
"EVO Payments, Inc.",EVO,77.42,repvue
Altair,Altair,77.42,repvue
GlobalTranz,GlobalTranz,77.42,repvue
Black Kite,BlackKite,77.42,repvue
Beeline,Beeline,77.41,repvue
BrightEdge,BrightEdge,77.41,repvue
Clumio,Clumio,77.41,repvue
Apollo GraphQL,ApolloGraphQL,77.41,repvue
Wood Mackenzie,WoodMackenzie,77.41,repvue
Exact Sciences,ExactSciences,77.40,repvue
Bringg,Bringg,77.40,repvue
Republic National Distributing Company,Republicnationaldistributingcompany,77.40,repvue
Reyes Coca-Cola Bottling,ReyesCocaColabottling,77.39,repvue
Neo4j,Neo4j,77.39,repvue
QuidelOrtho,Quidel,77.39,repvue
Fenergo,Fenergo,77.39,repvue
Strategic Financial Solutions,StrategicFinancialSolutions,77.39,repvue
Artlist,artlist,77.39,repvue
Sora.co,Soraco,77.39,repvue
Ibotta,Ibotta,77.38,repvue
Advertise Purple,AdvertisePurple,77.38,repvue
Matillion,Matillion,77.38,repvue
Operatix,Operatix,77.37,repvue
Synerfac Technical Staffing,SynerfacTechnicalStaffing,77.37,repvue
Syncfusion,syncfusion,77.37,repvue
Rectangle Health,Rectanglehealth,77.37,repvue
Parabola,parabola,77.37,repvue
ContactOut,contactout,77.37,repvue
Smartsheet,Smartsheet,77.37,repvue
Circa,Circa,77.36,repvue
Avantor,Avantor,77.36,repvue
Storyblok,Storyblok,77.36,repvue
Oracle,Oracle,77.36,repvue
Red Canary,RedCanary,77.36,repvue
Lumenis,Lumenis,77.35,repvue
ZocDoc,ZocDoc,77.35,repvue
Nextworld,Nextworld,77.35,repvue
Poka,Poka,77.35,repvue
ThinScale Technology,ThinScaleTechnology,77.35,repvue
Logical Position,LogicalPosition,77.35,repvue
Pearl,pearl,77.34,repvue
Rock Solid Technologies,RockSolidTechnologies,77.34,repvue
GTT,GTT,77.33,repvue
Fresh Relevance,FreshRelevance,77.33,repvue
Codility,Codility,77.32,repvue
Ethos Systems,LearntoWin,77.32,repvue
Simpplr,Simpplr,77.32,repvue
Mesh Payments,mesh-payments,77.32,repvue
CharterUP,charterup,77.32,repvue
Leverage,Leverage,77.31,repvue
Mutual of America Financial Group,MutualofAmerica,77.31,repvue
Orgvue,Orgvue,77.31,repvue
Go1,go1,77.31,repvue
Mapp Digital,MappDigital,77.31,repvue
NerdWallet,NerdWallet,77.30,repvue
Fortive,Fortive,77.30,repvue
Victra,Victra,77.30,repvue
Apprentice.io,Apprenticeio,77.29,repvue
Accurate Background,Accurate,77.29,repvue
CIBC,CIBC,77.29,repvue
Global Industrial Company,GlobalIndustrialCompany,77.29,repvue
Kahoot,Kahoot,77.28,repvue
iSpot.tv,iSpottv,77.28,repvue
Brandlive,Brandlive,77.28,repvue
Farmers Insurance Exchange,FarmersInsuranceExchange,77.27,repvue
Revity,revity,77.27,repvue
ArcSite,ArcSite,77.27,repvue
Visual Lease,VisualLease,77.26,repvue
Strike Graph,StrikeGraph,77.26,repvue
Contruent,contruent,77.26,repvue
Unmind,Unmind,77.26,repvue
MRI Software,MRISoftware,77.26,repvue
Zerto,Zerto,77.25,repvue
Pluralsight,Pluralsight,77.25,repvue
TicketManager,TicketManager,77.25,repvue
Bandalier,Bandalier,77.25,repvue
Service Fusion,ServiceFusion,77.24,repvue
Itential,Itential,77.24,repvue
Big Ass Fans,BigAssFans,77.24,repvue
Malomo,Malomo,77.24,repvue
Landing,Landing,77.23,repvue
Impetus,Impetus,77.23,repvue
Funraise,Funraise,77.22,repvue
Rattle,Rattle,77.22,repvue
PrimeRx.io,PrimeRxio,77.22,repvue
TextExpander,textexpander,77.21,repvue
Ambu,Ambu,77.21,repvue
JungleWorks,Jungleworks,77.21,repvue
Very Good Security,VeryGoodSecurity,77.21,repvue
KNIME,knime,77.21,repvue
VMware Tanzu,vmwaretanzu,77.20,repvue
Vacasa,Vacasa,77.20,repvue
Horizontal Digital,HorizontalDigital,77.20,repvue
Lev Capital,Lev,77.19,repvue
Hive.co,Hiveco,77.19,repvue
Swell,Swell,77.19,repvue
Fastly,Fastly,77.19,repvue
Refinitiv,Refinitiv,77.18,repvue
Potloc,Potloc,77.17,repvue
Gray Media,Gray,77.17,repvue
National Debt Relief,NationalDebtRelief,77.17,repvue
EasyKnock,EasyKnock,77.17,repvue
Beacon,Beacon,77.17,repvue
UniFirst Corporation,Unifirst,77.16,repvue
Juvare,juvare,77.16,repvue
VAST Data,vast-data,77.16,repvue
Fifth Wheel Freight,FifthWheelFreight,77.16,repvue
Andela,Andela,77.16,repvue
Hologram,Hologram,77.15,repvue
Tinuiti,tinuiti,77.15,repvue
Nearmap,Nearmap,77.15,repvue
Cars.com,Carscom,77.15,repvue
Courier,Courier,77.15,repvue
Baker Tilly US,BakerTillyUS,77.15,repvue
Komodo Health,komodohealth,77.14,repvue
NAVEX,NAVEX,77.14,repvue
Applitools,Applitools,77.14,repvue
CDW,CDW,77.14,repvue
Arcoro,Arcoro,77.14,repvue
Catalyst,Catalyst,77.13,repvue
Anthology inc,Anthologyinc,77.13,repvue
DataCamp,DataCamp,77.13,repvue
Alasco GmbH,AlascoGmbH,77.13,repvue
DISQO,DISQO,77.13,repvue
ThreatLocker,Threatlocker,77.13,repvue
FritoLay,FritoLay,77.13,repvue
Kaplan,Kaplan,77.12,repvue
Ware2Go,Ware2Go,77.12,repvue
Sequoia,Sequoia,77.12,repvue
Lacework,Lacework,77.12,repvue
ALKU,ALKU,77.12,repvue
Unqork,unqork,77.11,repvue
Sunlight Financial,SunlightFinancial,77.11,repvue
Paytm,Paytm,77.10,repvue
American Heart Association,AmericanHeartAssociation,77.10,repvue
Aptos Retail,Aptos,77.09,repvue
SOCi inc,SOCiinc,77.09,repvue
Corpay,Corpay,77.09,repvue
Wex,Wex,77.09,repvue
Olo,Olo,77.09,repvue
Mothership,mothership-technologies,77.09,repvue
Acquire.io,Acquireio,77.09,repvue
edX,edX,77.08,repvue
MINDBODY,MINDBODY,77.08,repvue
Ouster,Ouster,77.08,repvue
Diversified,Diversified,77.08,repvue
Splash,Splash,77.08,repvue
Broadcom Inc.,broadcom,77.08,repvue
Anecdotes,anecdotes,77.08,repvue
Salesloft,SalesLoft,77.07,repvue
Databook,Databook,77.07,repvue
"TiDB, Powered by PingCAP",pingcap,77.06,repvue
Worldpay,Worldpay,77.06,repvue
Hyland,Hyland,77.05,repvue
SADA,SADASystems,77.05,repvue
Unity Technologies,UnityTechnologies,77.05,repvue
Cleveland Browns,cleveland-browns,77.05,repvue
Amperity,Amperity,77.05,repvue
Ryder System,RyderSystem,77.04,repvue
Raintree Systems,raintree-systems,77.04,repvue
Scorpion,Scorpion,77.04,repvue
Rave Mobile Safety,RaveMobileSafety,77.04,repvue
Studeo,Studeo,77.03,repvue
TriMech,TriMech,77.03,repvue
1build,1build,77.02,repvue
Skai,Skai,77.01,repvue
Flashbay,Flashbay,77.01,repvue
think-cell,think-cell,77.01,repvue
Cyolo,Cyolo,77.00,repvue
Verizon Connect,Verizonconnect,77.00,repvue
Hippo Video,HippoVideo,76.99,repvue
Govini,govini,76.98,repvue
TEKsystems,TEKsystems,76.98,repvue
Schindler Elevator,SchindlerElevator,76.98,repvue
Covideo,covideo,76.98,repvue
BHG Financial,BHGFinancial,76.97,repvue
Pebl,pebl,76.97,repvue
Encamp,Encamp,76.97,repvue
RJ Young,RJYoung,76.96,repvue
ZeroFox,ZeroFox,76.96,repvue
Integra LifeSciences,IntegraLifeSciences,76.96,repvue
Netcracker Technology,Netcracker,76.96,repvue
JobVite,JobVite,76.96,repvue
SP Data Digital,SPData,76.95,repvue
TeleTracking,TeleTracking,76.95,repvue
DataStax,DataStax,76.94,repvue
Lawrence Harvey,lawrence-harvey,76.94,repvue
Varnish Software,varnish-software,76.94,repvue
Fusion Growth Partners,FusionGrowthPartners,76.94,repvue
HiveMQ,HiveMQ,76.94,repvue
RippleMatch,RippleMatch,76.93,repvue
Stream,Stream,76.93,repvue
Emburse,Emburse,76.93,repvue
Rentokil Initial,RentokilInitial,76.93,repvue
SDL,spatial-data-logic,76.93,repvue
Bryter,Bryter,76.93,repvue
Pareto,pareto,76.93,repvue
GEP Worldwide,GEPWorldwide,76.93,repvue
YouGov,YouGov,76.92,repvue
Infobip,Infobip,76.92,repvue
Greenshades Software,greenshades,76.92,repvue
Odoo,Odoo,76.91,repvue
JFrog,JFrog,76.91,repvue
INFUSE,INFUSEmedia,76.91,repvue
Embat,embat,76.91,repvue
Agiliti,Agiliti,76.90,repvue
GEICO,GEICO,76.90,repvue
Mintel Group Ltd,MintelGroupLtd,76.90,repvue
Axiom,Axiom,76.90,repvue
Dropbox,DropBox,76.90,repvue
Activated Insights,HomeCarePulse,76.89,repvue
Hireology,Hireology,76.89,repvue
Corporate Visions,CorporateVisions,76.88,repvue
Buildots,Buildots,76.88,repvue
Appstar,Appstar,76.88,repvue
Entrata,Entrata,76.88,repvue
ServiceTrade,ServiceTrade,76.87,repvue
Nextech,Nextech,76.87,repvue
Infoblox,infoblox,76.87,repvue
Eye Security,eye-security,76.86,repvue
Trakstar,Trakstar,76.86,repvue
Stova,stova,76.86,repvue
Qualtrics,Qualtrics,76.86,repvue
Invicti Security,InvictiSecurity,76.85,repvue
Newchip Accelerator,NewchipAccelerator,76.84,repvue
H2O.ai,H2Oai,76.82,repvue
Singlewire Software,SinglewireSoftware,76.82,repvue
Kount,Kount,76.82,repvue
Nextbite,Nextbite,76.81,repvue
TruGreen,TruGreen,76.80,repvue
Leap LLC,LeapLLC,76.80,repvue
NexusTek,Nexustek,76.80,repvue
Infosys,Infosys,76.80,repvue
ePlus Technology,ePlusTechnology,76.80,repvue
Globe Life,GlobeLife,76.80,repvue
Group 1 Automotive,Group1Automotive,76.80,repvue
Clipboard,ClipboardHealth,76.79,repvue
The Arbinger Institute,TheArbingerInstitute,76.79,repvue
12twenty,12twenty,76.78,repvue
Esko,Esko,76.78,repvue
AVI-SPL,Avispl,76.78,repvue
Frontier Business Products,frontier-business-products,76.78,repvue
Veson Nautical,VesonNautical,76.77,repvue
EnlivenHealth,enlivenhealth,76.77,repvue
Appcues,Appcues,76.77,repvue
Polar Analytics,polar-analytics,76.77,repvue
PaySimple,PaySimple,76.76,repvue
Wireless Vision,WirelessVision,76.76,repvue
Data Axle,DataAxle,76.76,repvue
Bentley Systems,BentleySystems,76.75,repvue
Touchbistro,Touchbistro,76.75,repvue
Genius Sports,GeniusSports,76.75,repvue
Localyze,Localyze,76.75,repvue
Enboarder,Enboarder,76.75,repvue
Lumistry,DigitalPharmacist,76.75,repvue
Syncron,Syncron,76.75,repvue
EasyPost,Easypost,76.75,repvue
Staples Business Advantage,StaplesBusinessAdvantage,76.75,repvue
Celonis,Celonis,76.74,repvue
Better Earth,BetterEarthSolar,76.74,repvue
Apex Systems,ApexSystems,76.74,repvue
Panasonic,Panasonic,76.74,repvue
Omron Automation,OmronAutomation,76.74,repvue
DHL,DHLExpress,76.74,repvue
Marketstar,Marketstar,76.73,repvue
Insperity,Insperity,76.73,repvue
Aisera,Aisera,76.73,repvue
Circle K Pro,circle-k,76.73,repvue
IEWC,Iewc,76.73,repvue
Quinyx,Quinyx,76.73,repvue
Pubnub,Pubnub,76.72,repvue
Management Events,management-events,76.72,repvue
Springer Nature,SpringerNature,76.72,repvue
1E,1e,76.72,repvue
Responsive,Rfpio,76.72,repvue
"Prism Medical Products, LLC",prism-medical-products,76.71,repvue
Guidewheel,Guidewheel,76.71,repvue
Akeyless Security,akeyless,76.71,repvue
Springbot,Springbot,76.71,repvue
Havertys Furniture,HavertysFurniture,76.70,repvue
Funnel Leasing,FunnelLeasingInc,76.70,repvue
Blackberry,Blackberry,76.70,repvue
Agilysys,Agilysys,76.70,repvue
Deliverect,Deliverect,76.70,repvue
TeamSnap,TeamSnap,76.70,repvue
iXsystems,ixsystems,76.70,repvue
Conga,Conga,76.70,repvue
PNC Financial Services Group,PNCFinancialServicesGroup,76.69,repvue
Vention,Vention,76.69,repvue
DeleteMe,DeleteMe,76.69,repvue
RedTeam Software,RedTeamSoftware,76.69,repvue
Canary Technologies,CanaryTechnologies,76.68,repvue
Workwave,Workwave,76.67,repvue
Harte Hanks,HarteHanks,76.67,repvue
Office1,Office1,76.67,repvue
Aibidia,Aibidia,76.66,repvue
Momentum Telecom,MomentumTelecom,76.66,repvue
Trek Health,trek-health,76.66,repvue
Codat,Codat,76.65,repvue
Sana,Sana,76.65,repvue
Applied Intuition,AppliedIntuition,76.65,repvue
HealthTrackRx,HealthTrack,76.65,repvue
Hyperproof.io,Hyperproofio,76.64,repvue
Expeditors,Expeditors,76.64,repvue
Zenefits,Zenefits,76.64,repvue
Burtch Works,burtch-works,76.63,repvue
HealthJoy,HealthJoya,76.63,repvue
UserTesting,UserTesting,76.63,repvue
TRAFFIX,TRAFFIX,76.63,repvue
EF Education First,EF,76.63,repvue
ARKK,arkk,76.62,repvue
Fiserv,FirstData,76.62,repvue
TetraScience,TetraScience,76.61,repvue
Lexipol,Lexipol,76.61,repvue
InvoiceCloud,InvoiceCloud,76.61,repvue
WordPress VIP,WordPressVIP,76.60,repvue
SysAid Technologies Ltd,SysAidTechnologiesLtd,76.60,repvue
WorkBoard,WorkBoard,76.60,repvue
Otis Elevator Co.,OtisElevatorCo,76.60,repvue
Ribbon Health,ribbon-health,76.59,repvue
MixPanel,MixPanel,76.58,repvue
Allstream,allstream,76.58,repvue
Brokerlink,Brokerlink,76.58,repvue
Hona,hona,76.58,repvue
FARO Technologies,FAROTechnologies,76.57,repvue
Lumafield,lumafield,76.57,repvue
American Financial Network,AmericanFinancialNetwork,76.57,repvue
Northwestern Mutual,NorthwesternMutual,76.57,repvue
Cutera,Cutera,76.57,repvue
Sisense,Sisense,76.57,repvue
Beacon Platform,BeaconPlatform,76.56,repvue
Quantive,gtmhub,76.55,repvue
Paragon 28,Paragon28,76.55,repvue
Hitachi Energy,hitachi-energy,76.55,repvue
BetterComp,bettercomp,76.54,repvue
DigitalOcean,DigitalOcean,76.54,repvue
Dstillery,Dstillery,76.54,repvue
"QAD, Inc",QADInc,76.54,repvue
Press Ganey,PressGaney,76.53,repvue
Sumo Logic,SumoLogic,76.53,repvue
Lucidworks,Lucidworks,76.52,repvue
Moody’s Analytics,MoodysAnalytics,76.52,repvue
Ambassador Labs,AmbassadorLabs,76.52,repvue
Winmo,Winmo,76.51,repvue
EverTrue,EverTrue,76.50,repvue
Zonar,Zonar,76.50,repvue
Future Family,future-family,76.50,repvue
PhotoShelter,PhotoShelter,76.50,repvue
Equitable Advisors,EquitableAdvisors,76.50,repvue
Travel + Leisure Co.,Wyndhamdestinations,76.50,repvue
Check Point Software,checkpointsoftware,76.50,repvue
Business Talent Group,BusinessTalentGroup,76.49,repvue
Levelset,Levelset,76.49,repvue
Panduit,Panduit,76.49,repvue
Feenyx,Filteredai,76.49,repvue
Acquia,Acquia,76.49,repvue
Innova Solutions,InnovaSolutions,76.49,repvue
Bluecore,Bluecore,76.49,repvue
Spirent Communications,SpirentCommunications,76.49,repvue
Cognite,cognite,76.48,repvue
VMRay,VMRay,76.48,repvue
Onfido,Onfido,76.48,repvue
Informa,Informa,76.48,repvue
Scandit,Scandit,76.48,repvue
Tapcheck,Tapcheck,76.48,repvue
ThreatConnect,ThreatConnect,76.47,repvue
Greenlight Guru,GreenlightGuru,76.47,repvue
Cognizant Technology Solutions,CognizantTechnologySolutions,76.47,repvue
Randstad Enterprise,RandstadSourceright,76.47,repvue
Publicis,Publicis,76.47,repvue
Solo.io,solo-io,76.46,repvue
H1,H1,76.46,repvue
Zenoti,Zenoti,76.46,repvue
Strata Identity,strata-identity,76.46,repvue
Sana Commerce,SanaCommerce,76.46,repvue
VideoAmp,videoamp,76.46,repvue
Kraft Heinz,KraftHeinz,76.46,repvue
Kentico,kentico,76.45,repvue
Apptentive,Apptentive,76.45,repvue
EfficientIP,EfficientIP,76.45,repvue
Hanzo,Hanzo,76.45,repvue
Syncle,syncle,76.45,repvue
Anomalo,anomalo,76.45,repvue
Techtronic Industries - TTI,TechtronicIndustries,76.45,repvue
Optimove,Optimove,76.44,repvue
Welcome to the Jungle,welcome-to-the-jungle-uk,76.44,repvue
Tundra Technical Solutions,TundraTechnicalSolutions,76.44,repvue
NCS Group,NCS,76.44,repvue
TriNet,TriNet,76.44,repvue
Seeq Corporation,seeq,76.44,repvue
Swoogo,Swoogo,76.43,repvue
Absolute Software,Absolute,76.43,repvue
Lightspeed HQ,Lightspeed,76.42,repvue
Exasol,Exasol,76.42,repvue
Purolator,Purolator,76.42,repvue
Proquest,Proquest,76.42,repvue
SeekOut.io,Seekoutio,76.42,repvue
Pax8,Pax8,76.42,repvue
CloudFactory,CloudFactory,76.41,repvue
Verse Medical,VerseMedical,76.41,repvue
Payzer,Payzer,76.41,repvue
Verizon Business,VerizonWireless,76.41,repvue
Yandex,yandex,76.41,repvue
Sentinel Technologies,SentinelTechnologies,76.40,repvue
RobCo,robco,76.40,repvue
Express Employment Professionals,ExpressEmploymentProfessionals,76.40,repvue
SRS Distribution,SRSDistribution,76.39,repvue
The Conference Board,the-conference-board,76.39,repvue
Kantata,Kantata,76.39,repvue
Euna Solutions,euna-solutions,76.39,repvue
Sourcegraph,Sourcegraph,76.38,repvue
Qlik,Qlik,76.38,repvue
Niche,Niche,76.38,repvue
Moneris,Moneris,76.37,repvue
Accredible,Accredible,76.37,repvue
Brightcove,Brightcove,76.37,repvue
Qvinci Software,qvinci-software,76.37,repvue
New Western,NewWestern,76.37,repvue
Amdocs,Amdocs,76.36,repvue
Danone,Danone,76.36,repvue
Blackbaud,Blackbaud,76.36,repvue
Reward Gateway,RewardGateway,76.36,repvue
Approve Payments,approve-payments,76.35,repvue
Donnelley Financial Solutions (DFIN),DFIN,76.34,repvue
GoTo,LogMeIn,76.34,repvue
Litmos,Saplitmos,76.34,repvue
ServiceChannel,ServiceChannel,76.34,repvue
Veracode,Veracode,76.34,repvue
Suzy,Suzy,76.33,repvue
Progress Software,ProgressSoftware,76.33,repvue
Veritiv,veritiv,76.33,repvue
Sungard Availability Services,SungardAvailabilityServices,76.33,repvue
ContractPodAi,ContractPodAi,76.32,repvue
"Broadcast Music, Inc (BMI)",BMI,76.32,repvue
Service Pro by MSI Data,MSIData,76.32,repvue
MachineMetrics,MachineMetrics,76.32,repvue
Orum.io,orum-io,76.32,repvue
Culture Amp,CultureAmp,76.32,repvue
Board.org,Boardorg,76.32,repvue
Workrise formerly RigUp,Workrise,76.31,repvue
Contentsquare,Contentsquare,76.31,repvue
Aveanna Healthcare,AveannaHealthcare,76.31,repvue
Bevy,Bevy,76.31,repvue
iWave,iWave,76.31,repvue
Simply NUC,SimplyNUC,76.30,repvue
SThree,Sthree,76.30,repvue
Herc Rentals,HercRentals,76.29,repvue
Humanscale,Humanscale,76.29,repvue
Huq,huq,76.29,repvue
Quadient,Quadient,76.29,repvue
Topgolf,topgolf,76.29,repvue
8x8,8x8,76.29,repvue
Ricoh,Ricoh,76.29,repvue
EIMS,EIMS,76.28,repvue
Aegis Sciences Corporation,AegisSciencesCorporation,76.27,repvue
CoAdvantage,CoAdvantage,76.27,repvue
Rapid Medical,RapidMedical,76.27,repvue
DISYS,DISYS,76.25,repvue
British American Tobacco,BritishAmericanTobacco,76.25,repvue
Yellow.ai,Yellowai,76.25,repvue
Mondo,Mondo,76.24,repvue
TapMango,Tapmango,76.24,repvue
VRBO,VRBO,76.24,repvue
OneDigital Advanced Health,OneDigital,76.23,repvue
Mimeo,Mimeo,76.23,repvue
Definitive Healthcare,DefinitiveHealthcare,76.23,repvue
Green Street,GreenStreet,76.23,repvue
NetLine,netline,76.22,repvue
SurveySparrow,surveysparrow,76.22,repvue
Momentum Solar,MomentumSolar,76.22,repvue
"Zep, Inc.",Zep,76.21,repvue
Wipro,Wipro,76.21,repvue
scaleMatters,scaleMatters,76.20,repvue
Jigsaw,jigsaw-ltd,76.20,repvue
PatSnap,Patsnap,76.20,repvue
Tungsten Automation,TungstenAutomation,76.20,repvue
Anton Paar,AntonPaar,76.20,repvue
Equilar,equilar,76.19,repvue
Houzz,Houzz,76.19,repvue
CGI,Cgi,76.19,repvue
Cardinal Health,CardinalHealth,76.18,repvue
Pion,student-beans,76.18,repvue
Mavenoid,Mavenoid,76.18,repvue
HERE Technologies,Heretechnologies,76.17,repvue
Riipen,Riipen,76.17,repvue
Pypestream,pypestream,76.17,repvue
AIG,AIG,76.17,repvue
Penske Automotive Group,PenskeAutomotiveGroup,76.16,repvue
