Company,Slug,Score,Source
Cube,Cube,79.38,repvue
Aya Healthcare,AyaHealthcare,79.37,repvue
BrightHire,BrightHire,79.37,repvue
Rhythm Software,rhythm-software,79.36,repvue
Miro,Miro,79.36,repvue
altafiber,altafiber,79.36,repvue
Trovata,Trovata,79.36,repvue
Hostaway,Hostaway,79.36,repvue
Black Duck,black-duck,79.35,repvue
McClatchy,McClatchy,79.35,repvue
Mr. Cooper,MrCooper,79.35,repvue
Rinsed,rinsed,79.35,repvue
MX,MX,79.34,repvue
Onset Financial,OnsetFinancial,79.34,repvue
CircleCI,CircleCI,79.34,repvue
OnDeck,OnDeck,79.33,repvue
Scrive,Scrive,79.33,repvue
Porch,Porchcom,79.33,repvue
Nextraq,Nextraq,79.33,repvue
ON24,ON24,79.32,repvue
TikTok,TikTok,79.32,repvue
Becton Dickinson,BectonDickinson,79.31,repvue
Weatherby Healthcare,Weatherbyhealthcare,79.31,repvue
The Stepstone Group,the-stepstone-group,79.31,repvue
Exabeam,Exabeam,79.31,repvue
Egress,Egress,79.31,repvue
Dozuki,Dozuki,79.30,repvue
Tactile Medical,tactile-medical,79.30,repvue
Cyncly,cyncly,79.30,repvue
Adventfs,Adventfs,79.30,repvue
Brivo,Brivo,79.29,repvue
DAT Freight & Analytics,Datfreightandanalytics,79.29,repvue
Netchex,Netchex,79.28,repvue
Instabase,Instabase,79.28,repvue
Black Knight,BlackKnight,79.28,repvue
Keysight Technologies,KeysightTechnologies,79.28,repvue
Facet Wealth,facetwealth,79.28,repvue
Horizons,horizons,79.27,repvue
TrueCommerce,TrueCommerce,79.27,repvue
Imperial Dade,imperial-dade,79.27,repvue
Fluence Technologies,FluenceTechnologies,79.27,repvue
Imperva,Imperva,79.26,repvue
Akkodis,akkodis,79.26,repvue
RavenPack,RavenPack,79.26,repvue
Zeni,Zeni,79.26,repvue
Vitas healthcare,VitasHealthcare,79.26,repvue
Thoropass,Laika,79.26,repvue
Xerox,Xerox,79.25,repvue
CloudFlare,CloudFlare,79.24,repvue
"Veritone, Inc.",VeritoneInc,79.24,repvue
TapGoods,TapGoods,79.24,repvue
Postmates (Uber),Postmates,79.23,repvue
Equinox,Equinox,79.23,repvue
JumpCloud,JumpCloud,79.23,repvue
Omada Health,OmadaHealth,79.23,repvue
Whistic,Whistic,79.23,repvue
Storyly,Storyly,79.22,repvue
Altana,altana,79.22,repvue
Prezent.ai,Prezentai,79.22,repvue
Albiware,Albiware,79.21,repvue
Partoo,Partoo,79.21,repvue
U.S. Bank,USBancorp,79.21,repvue
Avis Budget Group,AvisBudgetGroup,79.20,repvue
STANLEY Healthcare,STANLEYHealthcare,79.19,repvue
SpyCloud,spycloud,79.19,repvue
Wonderlic,Wonderlic,79.18,repvue
LeadIQ,LeadIQ,79.18,repvue
RevenueWell,RevenueWell,79.18,repvue
Iodine Software,IodineSoftware,79.17,repvue
Rent Dynamics,rentdynamics,79.17,repvue
Kforce,Kforce,79.17,repvue
Privacera,Privacera,79.17,repvue
Recorded Future,recordedfuture,79.17,repvue
"Crisp, Inc.",CrispInc,79.17,repvue
4M Analytics,4m-analytics,79.17,repvue
Ritchie Bros,RitchieBros,79.16,repvue
Nobel Biocare,NobelBiocare,79.16,repvue
Seerist,Seerist,79.16,repvue
Esri,Esri,79.15,repvue
SiteMinder,Siteminder,79.14,repvue
Lusha Systems Inc,Lushasystemsinc,79.14,repvue
Pfizer Inc,PfizerInc,79.13,repvue
Nuspire,Nuspire,79.13,repvue
PeerSpot,PeerSpot,79.13,repvue
LRN,LRN,79.13,repvue
HG Insights,HGInsights,79.13,repvue
Hudl,Hudl,79.12,repvue
Dashlane,Dashlane,79.12,repvue
Spectrum Reach,SpectrumReach,79.12,repvue
MarginEdge,MarginEdge,79.12,repvue
AlgoSec,Algosec,79.12,repvue
Solventum,solventum,79.11,repvue
Mailgun by Sinch,Pathwire,79.11,repvue
Ascend Fundraising Solutions,AscendFundraisingSolutions,79.11,repvue
Diligent,Diligent,79.11,repvue
Foundation Medicine,FoundationMedicine,79.11,repvue
Studytube,studytube,79.10,repvue
LeanData,LeanData,79.10,repvue
LiquidPlanner,LiquidPlanner,79.09,repvue
CyberCoders,CyberCoders,79.09,repvue
Inari Medical,InariMedical,79.09,repvue
Citigroup,Citigroup,79.09,repvue
Weka,WekaIO,79.09,repvue
Recurly,Recurly,79.08,repvue
Bluesnap,Bluesnap,79.08,repvue
Seamless.ai,Seamlessai,79.08,repvue
Tegus,Tegus,79.08,repvue
Closinglock,closinglock,79.08,repvue
CyberCube,CyberCube,79.07,repvue
Get Bridge,GetBridge,79.07,repvue
Jive Software,JiveSoftware,79.07,repvue
MSC Industrial Supply,MSCIndustrialSupply,79.07,repvue
ACI Worldwide,ACIWorldwide,79.07,repvue
ActiveCampaign,ActiveCampaign,79.07,repvue
Grab,Grab,79.05,repvue
Jefferson Frank,JeffersonFrank,79.04,repvue
Binary Defense,BinaryDefense,79.03,repvue
Charter Communications,CharterCommunications,79.03,repvue
Multiverse,Multiverse,79.03,repvue
Rivery.io,Riveryio,79.03,repvue
Kainos,Kainos,79.03,repvue
Spiff,Spiff,79.02,repvue
Zoom Video Communications,ZoomVideoCommunications,79.02,repvue
LogRhythm,LogRhythm,79.02,repvue
EverCommerce,EverComerce,79.01,repvue
Flashpoint,FlashpointIntelligence,79.01,repvue
Cranial Technologies,cranial-technologies,79.01,repvue
The SpyGlass Group LLC,TheSpyGlassGroupLLC,79.01,repvue
Citrix,Citrix,79.00,repvue
Southern Glazers Wine and Spirits,Southernglazerswineandspirits,79.00,repvue
Cymax Group Technologies,CymaxGroupTechnologies,79.00,repvue
Redpanda Data,redpanda-data,78.99,repvue
NexHealth,NexHealth,78.99,repvue
GetScale,Getsales,78.98,repvue
AtriumHQ,AtriumHQ,78.98,repvue
Paylocity,Paylocity,78.98,repvue
GoCanvas,GoCanvas,78.98,repvue
Submittable,Submittable,78.98,repvue
Muck Rack,MuckRack,78.97,repvue
N-able,Nable,78.97,repvue
Litify,Litify,78.97,repvue
V7,V7,78.97,repvue
CyberCX,CyberCX,78.96,repvue
Babbel,Babbel,78.96,repvue
Fulcrum,FulcrumData,78.96,repvue
Ascend Learning,ASCENDLearningATI,78.96,repvue
Sabre Corporation,Sabre,78.96,repvue
KPA,Kpa,78.96,repvue
Pacaso,Pacaso,78.95,repvue
A Cloud Guru,ACloudGuru,78.95,repvue
BlueCat,BlueCat,78.95,repvue
Instructure,Instructure,78.95,repvue
Thermo Fisher Scientific,ThermoFisherScientific,78.94,repvue
Pacific Office Automation,PacificOfficeAutomation,78.94,repvue
BYJU'S,Byjus,78.94,repvue
Sastrify,Sastrify,78.94,repvue
Thunkable,Thunkable,78.94,repvue
HMS Networks,HMSIndustrialNetworks,78.94,repvue
Achievers,Achievers,78.93,repvue
Coleman Research Group,ColemanResearchGroup,78.93,repvue
Sherpany,Sherpany,78.93,repvue
Best Buy,BestBuy,78.93,repvue
Knotch,Knotch,78.92,repvue
Lavender,Lavender,78.92,repvue
Command Alkon,CommandAlkon,78.92,repvue
Jiminny,jiminny,78.91,repvue
Posit,Posit,78.91,repvue
Momence,Momence,78.91,repvue
DeepSeas,DeepSeas,78.90,repvue
Innovation Refunds,innovation-refunds,78.90,repvue
TrustRadius,TrustRadius,78.89,repvue
SEIDOR,SEIDOR,78.88,repvue
Unite Us,UniteUs12326,78.88,repvue
Signiant,Signiant,78.88,repvue
Skilljar,Skilljar,78.88,repvue
ObservePoint,ObservePoint,78.87,repvue
Appomni,Appomni,78.87,repvue
Orange Cyberdefense,OrangeCyberdefense,78.86,repvue
Monograph,monograph,78.86,repvue
Rockwell Automation,RockwellAutomation,78.86,repvue
Transcend,transcend,78.86,repvue
Arcade,Arcade,78.85,repvue
Basis Technologies,BasisTechnologies12337,78.85,repvue
Depuy Synthes,DepuySynthesCMF,78.84,repvue
Anrok,Anrok,78.84,repvue
Extend,Extend,78.84,repvue
Convex,Convex,78.84,repvue
Dash.fi,dash-fi,78.84,repvue
QOMPLX,QOMPLX,78.83,repvue
Rhombus Systems,RhombusSystems,78.83,repvue
ExtraHop,extrahop,78.83,repvue
Lumio,Lumio,78.83,repvue
With Intelligence,withintelligence,78.82,repvue
Morphisec,Morphisec,78.82,repvue
Rocket Software,RocketSoftware,78.82,repvue
Engine,engine,78.82,repvue
Swimlane,Swimlane,78.82,repvue
Paragon,Paragon,78.82,repvue
Comet,Comet,78.81,repvue
Sandhills Global,SandhillsGlobal,78.81,repvue
Milwaukee Tool,MilwaukeeTool,78.81,repvue
Limble CMMS,LimbleCMMS,78.81,repvue
RapidRatings,RapidRatings,78.81,repvue
Aircall,Aircall,78.80,repvue
ThoughtSpot,Thoughtspot,78.80,repvue
Squire,Squire,78.80,repvue
Exterro,Exterro,78.80,repvue
Dataguard,dataguard,78.79,repvue
Naylor Association Solutions,Naylor,78.79,repvue
Veryfi,Veryfi,78.79,repvue
Window Nation,Windownation,78.79,repvue
Deepl,deepl,78.79,repvue
Side inc,sideinc,78.79,repvue
PrimeRevenue,PrimeRevenue,78.78,repvue
Center,Center,78.78,repvue
Capgemini Engineering,CapgeminiEngineering,78.78,repvue
RealPage,Realpage,78.77,repvue
Contently,Contently,78.77,repvue
Altus Group,Altus,78.77,repvue
Convatec,ConvaTec,78.77,repvue
StackHawk,StackHawk,78.77,repvue
Intelligo,Intelligo,78.76,repvue
Aerotek,Aerotek,78.76,repvue
IDBS,IDBSInc,78.76,repvue
FortifyData,FortifyData,78.76,repvue
Case Status,case-status,78.76,repvue
World Kinect,world-kinect,78.75,repvue
Dell Technologies,DellTechnologies,78.75,repvue
Pinterest,Pinterest,78.75,repvue
Capchase,capchase,78.75,repvue
Amplitude,Amplitude,78.75,repvue
Emerson,EmersonElectric,78.74,repvue
Encore,Encore,78.74,repvue
Neogov,Neogov,78.74,repvue
2X,2x,78.74,repvue
iCIMS,iCIMS,78.74,repvue
Gradle Inc.,gradle,78.73,repvue
Kluster,Kluster,78.73,repvue
Scale AI,Scale,78.73,repvue
Studies Weekly,StudiesWeekly,78.73,repvue
Modernizing Medicine,modernizingmedicine,78.73,repvue
AspenTech,AspenTech,78.73,repvue
Tulip Interfaces,TulipInterfaces,78.73,repvue
smartShift,smartShift,78.73,repvue
EverQuote,Everquote,78.72,repvue
Interact Software,interact-software,78.72,repvue
Beacon Hill,BeaconHillStaffingGroup,78.71,repvue
The Mom Project,TheMomProject,78.71,repvue
Movable Ink,movableink,78.71,repvue
FinQuery,FinQuery,78.71,repvue
GoTu,gotu,78.71,repvue
Catapult,Catapult,78.70,repvue
Thought Industries,ThoughtIndustries,78.70,repvue
HR Acuity,Hracuity,78.69,repvue
Flare,flarehr,78.69,repvue
Oracle Marketing Cloud,OracleMarketingCloud,78.69,repvue
Follett,FollettSchoolSolutions,78.69,repvue
Teads,teads,78.68,repvue
Politico,Politico,78.68,repvue
Intelex,Intelex,78.68,repvue
Merrill Edge,MerrillEdge,78.68,repvue
AppDirect,AppDirect,78.67,repvue
Fujitsu,Fujitsu,78.67,repvue
Everest Group,EverestGroup,78.66,repvue
Preqin,Preqin,78.66,repvue
iSolved HCM,iSolvedHCM,78.66,repvue
twentyAI,Twentyai,78.65,repvue
Thales,ThalesGroup,78.65,repvue
Awardco,Awardco,78.65,repvue
Transmit Security,TransmitSecurity,78.64,repvue
Beanfield,beanfield,78.64,repvue
Youreka,Youreka,78.64,repvue
Codefresh,Codefresh,78.64,repvue
Merrill Lynch,MerrillLynch,78.64,repvue
Salsify,Salsify,78.64,repvue
Droplet,droplet,78.64,repvue
Contentful,Contentful,78.63,repvue
Labelbox,labelbox,78.63,repvue
Tecton,tecton,78.63,repvue
Call Box,CallBox,78.63,repvue
Eagle Eye Networks,EagleEyeNetworks,78.63,repvue
Greenlight,greenlight,78.63,repvue
Wayflyer,wayflyer,78.63,repvue
JazzHR,JazzHR,78.62,repvue
Quorum Analytics,QuorumAnalytics,78.62,repvue
Kargo,Kargo,78.62,repvue
Axonify,Axonify,78.62,repvue
Accushield,Accushield,78.61,repvue
CREXi,CREXi,78.61,repvue
New Relic,NewRelic,78.61,repvue
DATIS HR Cloud,DATISHRCloud,78.61,repvue
Workable,Workable,78.61,repvue
Netscout,Netscout,78.61,repvue
Lexia Learning,lexia,78.61,repvue
TechnologyAdvice,Technologyadvice,78.60,repvue
Visible Alpha,VisibleAlpha,78.58,repvue
Prezi,Prezi,78.58,repvue
Restaurant365,Restaurant365,78.58,repvue
ProcessMap,processmap,78.58,repvue
GRAIL,Grail,78.57,repvue
Ryerson Inc,RyersonInc,78.57,repvue
Maven AGI,maven-agi,78.57,repvue
"AvidXchange, Inc.",AvidXchange,78.57,repvue
Apartments.com,Apartmentscom,78.56,repvue
Qualio,Qualio,78.56,repvue
FreshBooks,FreshBooks,78.55,repvue
MuteSix,MuteSix,78.55,repvue
Ketryx,ketryx,78.55,repvue
Bigtincan,bigtincan,78.54,repvue
Propel,PropelPLM,78.54,repvue
CSG,CSG,78.54,repvue
Winebow,Winebow,78.53,repvue
Quandri,quandri,78.53,repvue
Human Interest,HumanInterest,78.53,repvue
Proper AI,proper-ai,78.52,repvue
VisibleThread,VisibleThread,78.52,repvue
LoopMe,LoopMe,78.52,repvue
MediaValet,mediavalet,78.52,repvue
GoLinks,GoLinks,78.51,repvue
FullStory,FullStory,78.51,repvue
Wyndham Capital Mortgage,WyndhamCapitalMortgage,78.51,repvue
Quorum Software,QuorumSoftware,78.51,repvue
Design Pickle,DesignPickle,78.51,repvue
Lutron Electronics,Lutron,78.51,repvue
GoBolt,GoBolt,78.51,repvue
Jirav,Jirav,78.50,repvue
Sovra,sovra,78.50,repvue
Fleet Complete,FleetComplete,78.49,repvue
Graphite,Graphite,78.49,repvue
Worldwide Express,WorldwideExpress,78.49,repvue
Siemens DISW,SiemensDISW,78.48,repvue
CSC,Csc,78.48,repvue
ClearCompany Talent Management,ClearCompany,78.48,repvue
AskNicely,AskNicely,78.48,repvue
AHEAD,AHEAD,78.48,repvue
Whip Around,whip-around,78.48,repvue
Hubs,Hubs,78.47,repvue
Pontera,Pontera,78.47,repvue
Veritas,Veritas,78.47,repvue
Roku,Roku,78.47,repvue
MoEngage,Moengage,78.46,repvue
MadKudu,MadKudu,78.46,repvue
Yello,Yello,78.46,repvue
Betterworks,BetterworkssystemsInc,78.46,repvue
State Farm Insurance,StateFarmInsurance,78.46,repvue
Make,make-com,78.45,repvue
StartEngine,StartEngine,78.45,repvue
MindBridge,MindBridge,78.45,repvue
Allianz,Allianz,78.45,repvue
Behr Paint Company,BehrPaintCompany,78.45,repvue
PROS,Pros,78.45,repvue
Payoneer,Payoneer,78.45,repvue
SurePoint,Surepoint,78.44,repvue
rater8,rater8,78.44,repvue
Superhuman,superhuman,78.43,repvue
Pavilion,Pavilion,78.43,repvue
Boast,Boast,78.43,repvue
SmartBiz,smartbiz,78.43,repvue
Avionte Staffing Software,Avionte,78.43,repvue
Rentable,Rentable,78.43,repvue
Kobiton,Kobiton,78.42,repvue
Informa TechTarget,TechTarget,78.42,repvue
Commure,commure,78.41,repvue
Lob,Lob,78.41,repvue
LexisNexis,lexisnexis,78.41,repvue
Liquibase,liquibase,78.41,repvue
Siteimprove,Siteimprove,78.40,repvue
weavix,weavix,78.40,repvue
Forter,Forter,78.40,repvue
Cynosure,Cynosure,78.40,repvue
Botpress,Botpress,78.40,repvue
Q4,Q4,78.40,repvue
Nexthink,Nexthink,78.40,repvue
OpenEye,OpenEye,78.39,repvue
Assurance IQ,AssuranceIQ,78.39,repvue
Model N,ModelN,78.39,repvue
ViB,ViB,78.39,repvue
Thomson Reuters,ThomsonReuters,78.39,repvue
Alteryx,Alteryx,78.38,repvue
Brightly,DudeSolutions,78.38,repvue
Cirrus Insight,CirrusInsight,78.38,repvue
"o9 Solutions, Inc.",o9,78.38,repvue
TTEC,Ttec,78.38,repvue
eFinancial,Efinancial,78.37,repvue
Plivo,Plivo,78.37,repvue
InXpress,InXpress,78.37,repvue
Legends Global,Legends,78.37,repvue
Gamma,Gamma,78.37,repvue
Virtuoso,Virtuoso,78.36,repvue
360insights,360insights,78.36,repvue
LGCY Power,Lgcy,78.36,repvue
Hyperscience,HyperScience,78.35,repvue
eBay,eBay,78.35,repvue
Cobalt.io,Cobalt,78.35,repvue
Cengage Group,cengage,78.34,repvue
Remote,Remote,78.34,repvue
Hanson Wade Group,hanson-wade,78.34,repvue
Paycor,Paycor,78.34,repvue
Beautiful.ai,beautiful-ai,78.33,repvue
Kudos,Kudos,78.33,repvue
NOW CFO,NOWCFO,78.33,repvue
Imgix,imgix,78.32,repvue
US Foods Holding,USFoodsHolding,78.32,repvue
Affirma,Affirma,78.32,repvue
Industrial Scientific,IndustrialScientific,78.31,repvue
Prewave,prewave,78.31,repvue
FlexTG,flextg,78.31,repvue
Skeepers,skeepers,78.31,repvue
PlayPlay,PlayPlay,78.31,repvue
"LEAF Commercial Capital, Inc.",LEAFCommercialCapital,78.31,repvue
Tackle.io,Tackle,78.31,repvue
NiCE,NICE,78.30,repvue
Yousign,Yousign,78.30,repvue
Manifest Climate,ManifestClimate,78.30,repvue
Linewize,Linewize,78.29,repvue
Doma,Doma,78.29,repvue
Tonic Ai,TonicAi,78.28,repvue
Credit Acceptance,Creditacceptance,78.28,repvue
ICIS,icis,78.28,repvue
Royal United Mortgage,RoyalUnitedMortgage,78.28,repvue
FullFunnel,FullFunnel,78.28,repvue
Turbonomic,Turbonomic,78.27,repvue
6 River Systems,6Riversystems,78.27,repvue
Comparably,Comparably,78.27,repvue
StretchLab,StretchLab,78.27,repvue
Alation,Alation,78.26,repvue
Zeplin,Zeplin,78.26,repvue
Gordon Food Service,GordonFoodService,78.26,repvue
Intentsify,Intentsify,78.26,repvue
proSapient,proSapient,78.25,repvue
Kimball Midwest,kimball-midwest,78.25,repvue
eloomi,EloomiAS,78.25,repvue
Hexagon AB,Hexagon,78.25,repvue
TradePending,TradePending,78.25,repvue
LHC Group,LHCGroup,78.24,repvue
IFS,IFS,78.24,repvue
Imply,Imply,78.24,repvue
PathFactory,Pathfactory,78.24,repvue
Renaissance Learning,Renaissance,78.23,repvue
Fortra,Fortra,78.23,repvue
Impact Networking,ImpactNetworking,78.23,repvue
Indeed.com,Indeed,78.22,repvue
Zillow,Zillow,78.22,repvue
Object First,object-first,78.22,repvue
Hawk,Hawk,78.22,repvue
Signal AI,SignalAI,78.21,repvue
Weave,Weave,78.21,repvue
Grow.com,Grow,78.21,repvue
Sophos,Sophos,78.21,repvue
Phreesia,Phreesia,78.20,repvue
Cook Medical,CookMedical,78.20,repvue
DHL Express,DHLExpress13551,78.20,repvue
Finalsite,Finalsite,78.20,repvue
Unibuddy,Unibuddy,78.19,repvue
apexanalytix,apexanalytix,78.19,repvue
hackajob,hackajob,78.19,repvue
Biofourmis,Biofourmis,78.18,repvue
OPSWAT,OPSWAT,78.18,repvue
RLDatix,RLDatix,78.18,repvue
Boomi,Boomi,78.18,repvue
Birdeye,Birdeye,78.18,repvue
Guardant Health,GuardantHealth,78.17,repvue
Coupa Software,CoupaSoftware,78.17,repvue
CareerStep,Careerstep,78.17,repvue
TUNE,Tune,78.17,repvue
FTSE Russell,ftse-russell,78.17,repvue
Upgrad,Upgrad,78.17,repvue
Logicbroker,logicbroker,78.16,repvue
Oracle Netsuite,Netsuite,78.16,repvue
Social Solutions,SocialSolutions,78.15,repvue
Island,Island,78.15,repvue
Snowplow,Snowplow,78.15,repvue
AppViewX,AppViewX,78.15,repvue
Constellation Software,ConstellationSoftware,78.15,repvue
Toptal,Toptal,78.14,repvue
Jungle Scout,JungleScout,78.14,repvue
Calendly,Calendly,78.14,repvue
Heartland Business Systems,HeartlandBusinessSystems,78.14,repvue
Staffmark,Staffmark,78.13,repvue
WorkEasy Software,WorkEasySoftware,78.13,repvue
Matterport,Matterport,78.13,repvue
Research Solutions,research-solutions,78.12,repvue
Malt,malt,78.12,repvue
TRG Screen,trg-screen,78.12,repvue
Collibra,Collibra,78.12,repvue
Zilliant,Zilliant,78.12,repvue
ABBYY,ABBYY,78.12,repvue
Case IQ,iSight,78.12,repvue
Cardlytics,Cardlytics,78.11,repvue
Traceable.ai,traceable-ai,78.10,repvue
EdgeTier,edgetier,78.10,repvue
Anteriad,Anteriad,78.10,repvue
Bridgepointe Technologies,bridgepointe-technologies,78.10,repvue
Finally,finally,78.10,repvue
"Kerecis, LLC",KerecisLLC,78.10,repvue
NWN,NWNCarousel,78.10,repvue
Aurora Solar,AuroraSolar,78.10,repvue
"HireVue, Inc.",HireVueInc,78.10,repvue
Brinqa,Brinqa,78.09,repvue
Fresenius Medical Care,FreseniusMedicalCare,78.09,repvue
Lux Research,LuxResearch,78.08,repvue
Ziff Davis,ZiffDavis,78.08,repvue
Civitas Learning,CivitasLearning,78.08,repvue
Quartile,Sidecar,78.08,repvue
Routable,Routable,78.08,repvue
Book4time,Book4time,78.07,repvue
Northstar,Northstar,78.07,repvue
Resulticks,resulticks,78.07,repvue
Doctolib,Doctolib,78.07,repvue
Speechmatics,Speechmatics,78.06,repvue
BigPanda,BigPanda,78.06,repvue
Kin Insurance,KinInsurance,78.06,repvue
It Glue,ItGlue,78.06,repvue
Transporeon,Transporeon,78.05,repvue
Sunrun,Sunrun,78.05,repvue
IQPC,IQPC,78.05,repvue
Lytics,Lytics,78.04,repvue
Vivi,vivi,78.04,repvue
Agicap,agicap,78.04,repvue
Swapcard,Swapcard,78.04,repvue
Uberall,MomentFeed,78.04,repvue
Meltwater,Meltwater,78.04,repvue
Synup,Synup,78.04,repvue
Voltus,Voltus,78.04,repvue
TravelNet Solutions,TravelnetSolutions,78.04,repvue
Sprinklr,Sprinklr,78.04,repvue
Liberty Mutual Insurance Group,LibertyMutualInsuranceGroup,78.04,repvue
NewDay USA,NewdayUSA,78.03,repvue
Quisitive,Quisitive,78.03,repvue
Sciencelogic,Sciencelogic,78.03,repvue
Talkdesk,Talkdesk,78.03,repvue
Spiceworks Ziff Davis,SpiceworksZiffDavis,78.02,repvue
Kaltura,kaltura,78.02,repvue
Levelpath,levelpath,78.02,repvue
LocumTenens.com,LocumTenenscom,78.01,repvue
One Medical,OneMedical,78.01,repvue
Qstream,Qstream,78.01,repvue
Canibuild,Canibuild,78.01,repvue
Flight Centre Travel Group,FlightCentreTravelGroup,78.01,repvue
SundaySky,SundaySky,78.00,repvue
Landtech,Landtech,78.00,repvue
Comcast Business,ComcastBusiness,77.99,repvue
Uptempo,Uptempo,77.99,repvue
MPLC,mplc,77.99,repvue
KPMG,Kpmg,77.99,repvue
Televerde,Televerde,77.99,repvue
Textio,Textio,77.98,repvue
Florence Healthcare,FlorenceHealthcareInc,77.98,repvue
DataRobot,DataRobot,77.98,repvue
GoCo,GoCo,77.98,repvue
"Spreedly, Inc.",SpreedlyInc,77.98,repvue
BMC Software,BMCSoftwareInc,77.97,repvue
"WOW! Internet, TV, & Phone",wow,77.97,repvue
Bushel,Bushel,77.97,repvue
Wildix,wildix,77.97,repvue
All Covered,Allcovered,77.97,repvue
Formlabs,Formlabs,77.97,repvue
J.J. Keller,JJKeller,77.96,repvue
ETQ,ETQ,77.96,repvue
Incident IQ,incident-iq,77.95,repvue
Eightfold,Eightfold,77.95,repvue
NextLot,nextlot,77.95,repvue
MountainSeed,mountainseed,77.94,repvue
COMPLY,COMPLY,77.94,repvue
MARKT-PILOT,markt-pilot,77.94,repvue
Sitetracker,Sitetracker,77.93,repvue
Amergis,maxim-healthcare-staffing,77.93,repvue
Sunbelt Rentals,sunbeltrentals,77.93,repvue
Xeneta,xeneta,77.93,repvue
Clevry,Clevry,77.92,repvue
Tesla,Tesla,77.92,repvue
Gainsight,Gainsight,77.91,repvue
ZenGRC,Reciprocity,77.91,repvue
Safe Security,safe-security,77.91,repvue
EdCast,EdCast,77.91,repvue
Jabra,Jabra,77.91,repvue
Cloudbeds,Cloudbeds,77.90,repvue
Gallagher,ArthurJGallagher,77.89,repvue
SearchStax,searchstax,77.89,repvue
Realtor.com,realtorcom,77.89,repvue
CB Insights,CBInsights,77.88,repvue
Dallas Stars,DallasStars,77.88,repvue
120Water,120Water,77.88,repvue
AutoTrader.ca,TraderCorporation,77.88,repvue
LG Electronics,LG,77.87,repvue
STORD,STORD,77.87,repvue
Audicus,audicus,77.87,repvue
VC3,VC3,77.87,repvue
Caspio,caspio,77.87,repvue
Maropost,Maropost,77.86,repvue
Fundera,Fundera,77.86,repvue
Chicago Fire FC,ChicagoFireFC,77.86,repvue
SAS,SASincludingJMP,77.85,repvue
SmartRent,SmartRent,77.85,repvue
Electric,Electric,77.85,repvue
C.H. Robinson Worldwide,CHRobinsonWorldwide,77.85,repvue
Wrike,Wrike,77.85,repvue
Rev,Rev,77.84,repvue
Fingerprint,Fingerprint,77.84,repvue
Reuters,reuters-events,77.84,repvue
InterSystems,InterSystems,77.84,repvue
Dustin,Dustin,77.84,repvue
Stack Sports,StackSports,77.84,repvue
OrderMyGear,OrderMyGear,77.83,repvue
MSP360,MSP360,77.83,repvue
Globalization Partners,GlobalizationPartners,77.82,repvue
Boostly,boostly,77.82,repvue
Squiz,Squiz,77.82,repvue
Chaos Cylindo,Cylindo,77.82,repvue
Deputy,Deputy,77.82,repvue
Glovo,Glovo,77.82,repvue
Southwest Airlines,SouthwestAirlines,77.81,repvue
Midaxo,Midaxo,77.81,repvue
Pequity,pequity,77.80,repvue
Spendesk,Spendesk,77.79,repvue
GroupBy,GroupBy,77.79,repvue
Bounteous,bounteous,77.79,repvue
Peloton,Peloton,77.79,repvue
Coalfire,Coalfire,77.79,repvue
Texas First Rentals,TexasFirstRentals,77.79,repvue
Atmosphere,Atmosphere,77.79,repvue
Mouseflow,mouseflow,77.78,repvue
First AML,FirstAML,77.78,repvue
PerformYard,PerformYard,77.78,repvue
PagerDuty,PagerDuty,77.78,repvue
Gryphon.Ai,GryphonAi,77.77,repvue
efficy,efficy,77.77,repvue
Sonrai Security,SonraiSecurity,77.77,repvue
PowerSchool,PowerSchool,77.77,repvue
PatientPop,PatientPop,77.77,repvue
Vehlo,Vehlo,77.77,repvue
GoDaddy,GoDaddy,77.76,repvue
Dusty Robotics,dusty-robotics,77.76,repvue
Shogun,Shogun,77.76,repvue
PEI,pei,77.75,repvue
Vonage,Vonage,77.75,repvue
BMO,BMO,77.75,repvue
SourceScrub,SourceScrub,77.75,repvue
PeopleFluent,PeopleFluent,77.75,repvue
Coralogix,Coralogix,77.75,repvue
Keyfactor,Keyfactor,77.75,repvue
Relay Payments,RelayPayments,77.74,repvue
Actalent,Actalent,77.74,repvue
Tripleseat,Tripleseat,77.74,repvue
OrderProtection,orderprotection,77.74,repvue
Happeo,happeo,77.73,repvue
Backbase,Backbase,77.73,repvue
Bench Accounting,BenchAccounting,77.73,repvue
Devoteam,Devoteam,77.73,repvue
Innovative Solutions,InnovativeSolutions,77.73,repvue
Forescout,Forescout,77.73,repvue
Precisely,Precisely,77.72,repvue
University of Phoenix,university-of-phoenix,77.72,repvue
Wayvia,Pricespider,77.71,repvue
Yellowfin BI,yellowfinbi,77.71,repvue
Livestorm,Livestorm,77.70,repvue
Abrigo,AbrigoSageworks,77.70,repvue
ETRADE by Morgan Stanley,ETRADE,77.70,repvue
Monetate,Monetate,77.69,repvue
Vultr,vultr,77.69,repvue
Network for Good,NetworkforGood,77.69,repvue
Blue Bite,BlueBite,77.69,repvue
Applause,Applause,77.69,repvue
Technology Associates,TechnologyAssociates,77.69,repvue
Sonatype,Sonatype,77.68,repvue
Vertafore,Vertafore,77.68,repvue
Mitel,Mitel,77.68,repvue
Amboss,Amboss,77.68,repvue
Dayshape,dayshape,77.68,repvue
Trulioo,trulioo,77.67,repvue
eBacon,eBacon,77.67,repvue
